1	6	-1	-1	-1	-1	-1	17	0	167	129	3000	40000	0	13	0	1	13	20	1	13	20	2	-1	-1	-1					
18	"Yêu cầu từ Shadow Phantom Soldier tại Lorencia"	0	0																											
0	2	2	1	1	50	50	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	5	-1	-1	-1	-1	-1	17	0	167	129	85	100	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
19	"Nghe giới thiệu Chaos Castle (Lv. 50~399)."	0	0																											
0	2	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	6	-1	-1	-1	-1	-1	17	0	167	129	85	100	0	13	29	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
20	"Nhận vật phẩm tiếp tế cho Chaos Castle"	0	0																											
0	2	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	12	-1	40	-1	-1	2	1	84	190	0	0	0	14	2	10	14	5	10	14	35	1	-1	-1	-1					
21	"Đánh bại 1 quái vật trong Chaos Castle!"	0	0																											
0	2	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	16	-1	-1	1	-1	-1	17	0	167	129	0	100000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
22	"Hoàn thành Chaos Castle 1 lần!"	0	0																											
0	2	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	10	-1	-1	1	-1	-1	17	0	167	129	100000	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
23	"Nghe giới thiệu Chaos Castle (Lv. 400~799)."	0	0																											
0	2	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	6	-1	-1	-1	-1	-1	17	0	167	129	85	100	0	13	29	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
24	"Nhận vật phẩm tiếp tế cho Chaos Castle"	0	0																											
0	2	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	13	-1	60	-1	-1	6	1	116	75	0	0	0	14	3	5	14	6	5	14	35	2	-1	-1	-1					
25	"Đánh bại 3 quái vật trong Chaos Castle!"	0	0																											
0	2	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	16	-1	-1	3	-1	-1	17	0	167	129	0	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
26	"Hoàn thành Chaos Castle!"	0	0																											
0	2	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	10	-1	-1	1	-1	-1	17	0	167	129	400000	300000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
27	"Nhận vật phẩm tiếp tế cho Chaos Castle"	0	0																											
0	2	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	10	-1	80	-1	-1	14	1	30	116	0	0	0	14	3	10	14	6	10	14	35	5	-1	-1	-1					
28	"Đánh bại 5 quái vật trong Chaos Castle!"	0	0																											
0	2	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	16	-1	-1	5	-1	-1	17	0	167	129	800000	500000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
29	"Hoàn thành Chaos Castle!"	0	0																											
0	2	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	10	-1	-1	1	-1	-1	17	0	167	129	1000000	0	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
30	"Nhận vật phẩm tiếp tế cho Chaos Castle"	0	0																											
0	2	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	37	-1	100	-1	-1	35	4	107	106	0	0	0	14	36	5	14	38	5	-1	-1	-1	-1	-1	-1					
31	"Đánh bại 1 người chơi trong Chaos Castle!"	0	0																											
0	2	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	11	-1	-1	1	-1	-1	17	0	167	129	0	300000	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
32	"Hoàn thành Chaos Castle!"	0	0																											
0	2	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	10	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
33	"Nhận vật tư cho Chaos Castle"	0	0																											
0	2	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	70	-1	100	-1	-1	63	10	91	63	0	0	0	14	37	3	14	39	10	-1	-1	-1	-1	-1	-1					
34	"Đánh bại 3 người chơi trong Chaos Castle!"	0	0																											
0	2	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	11	-1	-1	3	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
35	"Hoàn thành Chaos Castle!"	0	0																											
0	2	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	10	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
36	"Nhận vật tư cho Chaos Castle"	0	0																											
0	2	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	61	-1	100	-1	-1	77	8	93	188	0	0	0	14	37	7	14	40	10	-1	-1	-1	-1	-1	-1					
37	"Đánh bại 5 người chơi trong Chaos Castle!"	0	0																											
0	2	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	11	-1	-1	5	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
38	"Hoàn thành Chaos Castle!"	0	0																											
0	2	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	10	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
39	"Nhận vật tư cho Chaos Castle"	0	0																											
0	2	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	444	-1	100	-1	-1	278	56	227	10	0	0	0	14	37	10	14	40	15	-1	-1	-1	-1	-1	-1					
40	"Đánh bại 7 người chơi trong Chaos Castle!"	0	0																											
0	2	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	11	-1	-1	7	-1	-1	17	0	167	129	0	0	0	14	14	2	-1	-1	-1	-1	-1	-1	-1	-1	-1					
41	"Hoàn thành Chaos Castle!"	0	0																											
0	2	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	10	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	2	-1	-1	-1	-1	-1	-1	-1	-1	-1					
42	"Nghe giới thiệu Blood Castle (Lv. 50~399)."	0	0																											
0	3	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	6	-1	-1	-1	-1	-1	17	0	167	129	10000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
43	"Nhận vật tư cho Blood Castle"	0	0																											
0	3	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	5	-1	40	-1	-1	6	1	175	119	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
44	"Phá hủy cổng trong Blood Castle!"	0	0																											
0	3	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	13	-1	-1	1	-1	-1	17	0	167	129	0	100000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
45	"Hoàn thành Blood Castle!"	0	0																											
0	3	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	12	-1	-1	1	-1	-1	17	0	167	129	100000	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
46	"Nghe giới thiệu Blood Castle (Lv. 400~799)."	0	0																											
0	3	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	6	-1	-1	-1	-1	-1	17	0	167	129	200000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
47	"Nhận vật tư cho Blood Castle"	0	0																											
0	3	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	8	-1	40	-1	-1	6	1	117	31	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
48	"Phá hủy cổng trong Blood Castle!"	0	0																											
0	3	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	13	-1	-1	1	-1	-1	17	0	167	129	0	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
49	"Hoàn thành Blood Castle!"	0	0																											
0	3	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	12	-1	-1	1	-1	-1	17	0	167	129	400000	300000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
50	"Nhận vật tư cho Blood Castle"	0	0																											
0	3	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	40	-1	80	-1	-1	37	4	127	24	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
51	"Phá hủy cổng trong Blood Castle!"	0	0																											
0	3	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	13	-1	-1	1	-1	-1	17	0	167	129	800000	500000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
52	"Hoàn thành Blood Castle!"	0	0																											
0	3	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	12	-1	-1	1	-1	-1	17	0	167	129	1000000	0	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
53	"Nhận vật tư cho Blood Castle"	0	0																											
0	3	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	71	-1	100	-1	-1	63	10	66	75	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
54	"Phá hủy cổng trong Blood Castle!"	0	0																											
0	3	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	13	-1	-1	1	-1	-1	17	0	167	129	0	500000	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
55	"Hoàn thành Blood Castle!"	0	0																											
0	3	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	12	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
56	"Lấy vật phẩm cho Blood Castle"	0	0																											
0	3	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	58	-1	100	-1	-1	57	8	30	112	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
57	"Phá cổng trong Blood Castle!"	0	0																											
0	3	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	13	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
58	"Hoàn thành Blood Castle!"	0	0																											
0	3	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	12	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
59	"Lấy vật phẩm cho Blood Castle"	0	0																											
0	3	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	72	-1	100	-1	-1	63	10	44	131	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
60	"Phá cổng trong Blood Castle!"	0	0																											
0	3	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	13	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
61	"Hoàn thành Blood Castle!"	0	0																											
0	3	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	12	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
62	"Lấy vật phẩm cho Blood Castle"	0	0																											
0	3	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	359	-1	100	-1	-1	130	38	125	97	0	0	0	13	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
63	"Phá cổng trong Blood Castle!"	0	0																											
0	3	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	13	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	14	2	-1	-1	-1	-1	-1	-1	-1	-1	-1					
64	"Hoàn thành Blood Castle!"	0	0																											
0	3	2	1	2	257	1500	1700	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	12	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	2	-1	-1	-1	-1	-1	-1	-1	-1	-1					
65	"Nghe hướng dẫn Devil Square (Lv. 50~399)"	0	0																											
0	4	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	6	-1	-1	-1	-1	-1	17	0	167	129	10000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
66	"Lấy vật phẩm cho Devil Square"	0	0																											
0	4	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	422	-1	40	-1	-1	268	51	78	58	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
67	"Đạt 50 điểm trong Devil Square!"	0	0																											
0	4	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	15	-1	-1	50	-1	-1	17	0	167	129	0	100000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
68	"Hoàn thành Devil Square!"	0	0																											
0	4	2	1	2	257	50	399	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	14	-1	-1	1	-1	-1	17	0	167	129	100000	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
69	"Nghe hướng dẫn Devil Square (Lv. 400~799)"	0	0																											
0	4	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	6	-1	-1	-1	-1	-1	17	0	167	129	200000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
70	"Lấy vật phẩm cho Devil Square"	0	0																											
0	4	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	41	-1	60	-1	-1	33	4	118	230	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
71	"Đạt 100 điểm trong Devil Square!"	0	0																											
0	4	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	15	-1	-1	100	-1	-1	17	0	167	129	0	200000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
72	"Hoàn thành Devil Square!"	0	0																											
0	4	2	1	2	257	400	799	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	14	-1	-1	1	-1	-1	17	0	167	129	400000	300000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
73	"Lấy vật phẩm cho Devil Square"	0	0																											
0	4	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	69	-1	80	-1	-1	63	10	17	19	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
74	"Đạt 130 điểm trong Devil Square!"	0	0																											
0	4	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	15	-1	-1	130	-1	-1	17	0	167	129	800000	500000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
75	"Hoàn thành Devil Square!"	0	0																											
0	4	2	1	2	257	800	899	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	14	-1	-1	1	-1	-1	17	0	167	129	1000000	0	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
76	"Lấy vật phẩm cho Devil Square"	0	0																											
0	4	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	57	-1	100	-1	-1	57	8	60	83	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
77	"Đạt 160 điểm trong Devil Square!"	0	0																											
0	4	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	15	-1	-1	160	-1	-1	17	0	167	129	0	500000	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
78	"Hoàn thành Devil Square!"	0	0																											
0	4	2	1	2	257	900	1099	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	14	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
79	"Lấy vật phẩm cho Devil Square"	0	0																											
0	4	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	61	-1	100	-1	-1	77	8	93	188	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
80	"Đạt 190 điểm trong Devil Square!"	0	0																											
0	4	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	15	-1	-1	190	-1	-1	17	0	167	129	0	0	0	14	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
81	"Hoàn thành Devil Square!"	0	0																											
0	4	2	1	2	257	1100	1299	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	14	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
82	"Lấy vật phẩm cho Devil Square"	0	0																											
0	4	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	2	454	-1	120	-1	-1	287	57	182	204	0	0	0	14	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
83	"Đạt 210 điểm trong Devil Square!"	0	0																											
0	4	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	15	-1	-1	210	-1	-1	17	0	167	129	0	0	0	14	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
84	"Hoàn thành Devil Square!"	0	0																											
0	4	2	1	2	257	1300	1499	0	-1	-1	-1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		
1	14	-1	-1	1	-1	-1	17	0	167	129	0	0	0	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1					
85	"Lấy vật phẩm cho Devil Square"	0	0																											
